"Judge","Sentence","JudgeTerrible"
"Terrible",11.582834472215,1
"Tender",11.5280447218121,0
"Terrible",12.4172702373344,1
"Tender",6.49959918035743,0
"Terrible",18.304535217733,1
"Tender",10.6685991961088,0
"Terrible",12.2427287734978,1
"Tender",11.5069179573497,0
"Terrible",14.4754560253207,1
"Tender",15.1751440733632,0
"Terrible",8.5076970567689,1
"Tender",13.5267469022928,0
"Terrible",16.6590618719253,1
"Tender",13.151519577457,0
"Terrible",16.8597294570384,1
"Tender",13.6992733595772,0
"Terrible",10.8358559015262,1
"Tender",10.9359244758712,0
"Terrible",8.40325613723038,1
"Tender",5.23436559915701,0
"Terrible",12.5938095914966,1
"Tender",8.52558147269484,0
"Terrible",14.2841132678351,1
"Tender",14.4732717331163,0
"Terrible",15.8246719771324,1
"Tender",15.4724238913173,0
"Terrible",16.9306627571952,1
"Tender",9.41260434972976,0
"Terrible",9.55547251945327,1
"Tender",5.93522543630228,0
"Terrible",9.03587073768036,1
"Tender",9.73565027371115,0
"Terrible",11.7808186606442,1
"Tender",13.0436018063817,0
"Terrible",11.1161730744932,1
"Tender",9.62432213175378,0
"Terrible",10.4084734638355,1
"Tender",11.2374518535878,0
"Terrible",4.44568039335084,1
"Tender",11.7237367339432,0
"Terrible",9.09352359503616,1
"Tender",10.1729097903111,0
"Terrible",8.75408532908363,1
"Tender",16.4057055517539,0
"Terrible",15.6320702306576,1
"Tender",5.1258054734931,0
"Terrible",14.0901052469945,1
"Tender",12.9838035434823,0
"Terrible",10.129608088132,1
"Tender",12.2718960824948,0
"Terrible",11.1574172482867,1
"Tender",10.9282874685089,0
"Terrible",16.9531060099091,1
"Tender",9.03025703916474,0
"Terrible",10.3257069034933,1
"Tender",1.62484026503867,0
"Terrible",10.4020531692345,1
"Tender",4.85701451494352,0
"Terrible",13.2548504828697,1
"Tender",5.51603168944163,0
"Terrible",9.89941790051029,1
"Tender",16.1138989559147,0
"Terrible",11.3344290747693,1
"Tender",13.1882900973189,0
"Terrible",12.2108575362909,1
"Tender",10.3577588829855,0
"Terrible",11.6708507790775,1
"Tender",6.66869341518152,0
"Terrible",13.8058232829888,1
"Tender",7.74209017905046,0
"Terrible",9.02854007830836,1
"Tender",15.429279961363,0
"Terrible",9.45882489010799,1
"Tender",7.75803885817296,0
"Terrible",7.30539269419101,1
"Tender",7.75449345568944,0
"Terrible",7.75244480267351,1
"Tender",5.41591415211232,0
"Terrible",10.7267963531056,1
"Tender",8.56366861893578,0
"Terrible",19.1192230495734,1
"Tender",7.35229254231545,0
"Terrible",13.3347994288427,1
"Tender",8.78960579577535,0
"Terrible",9.48405683747766,1
"Tender",9.8481135285919,0
"Terrible",11.2727114915434,1
"Tender",4.32720194054877,0
"Terrible",13.1448257215611,1
"Tender",11.823630334245,0
"Terrible",9.4525484263689,1
"Tender",11.6626788178015,0
"Terrible",11.4813710140143,1
"Tender",6.83168907793839,0
"Terrible",13.7638413611995,1
"Tender",10.6940362957873,0
"Terrible",17.3554360896756,1
"Tender",10.0579561840381,0
"Terrible",6.38617735376273,1
"Tender",10.004549845553,0
"Terrible",11.512725548172,1
"Tender",10.5624959751373,0
"Terrible",13.037353807222,1
"Tender",12.4856342639562,0
"Terrible",7.70943424560284,1
"Tender",14.5306011335776,0
"Terrible",10.3703852409686,1
"Tender",7.10921674492731,0
"Terrible",14.0918241038882,1
"Tender",11.6784321178517,0
"Terrible",13.8999460673845,1
"Tender",9.79342649102071,0
"Terrible",11.9447875982473,1
"Tender",9.55017114504963,0
"Terrible",12.746154006041,1
"Tender",11.5526101364885,0
"Terrible",9.7193341988516,1
"Tender",10.4452934273062,0
"Terrible",12.4747132891501,1
"Tender",8.64856960860368,0
"Terrible",13.1991918565373,1
"Tender",16.3254859536267,0
"Terrible",15.4787461558158,1
"Tender",8.03857166757308,0
"Terrible",15.3695997343999,1
"Tender",11.066829158961,0
"Terrible",11.7009566490017,1
"Tender",9.24431498029429,0
"Terrible",10.4995977979095,1
"Tender",6.13677228034689,0
"Terrible",7.76252877838632,1
"Tender",13.8726278883175,0
"Terrible",12.2220187527781,1
"Tender",5.75799938607835,0
"Terrible",9.58029553859817,1
"Tender",11.8171651112881,0
"Terrible",14.3649240229711,1
"Tender",11.2776744407075,0
"Terrible",10.7095941250823,1
"Tender",10.1381884444916,0
"Terrible",14.0013280147015,1
"Tender",10.7600350728005,0
"Terrible",9.11823882204984,1
"Tender",5.94038250192416,0
"Terrible",17.823627192856,1
"Tender",7.67521198667799,0
"Terrible",10.7031843470305,1
"Tender",13.4233553073359,0
"Terrible",7.01016343218102,1
"Tender",11.3739869442293,0
"Terrible",16.4843503015983,1
"Tender",9.32341969303319,0
"Terrible",8.11865696730717,1
"Tender",8.86140003897946,0
"Terrible",11.5540500957043,1
"Tender",12.7777489933174,0
"Terrible",10.9582859778789,1
"Tender",0.670688337990695,0
"Terrible",10.4529343532747,1
"Tender",13.5058449092188,0
"Terrible",15.1530304813115,1
"Tender",5.79033801742352,0
"Terrible",12.9000800652791,1
"Tender",7.03988862157326,0
"Terrible",15.4099387117761,1
"Tender",6.57790504888812,0
"Terrible",9.97453486033955,1
"Tender",11.6492309227945,0
"Terrible",9.31828084807152,1
"Tender",7.56623261991741,0
"Terrible",11.7114833087881,1
"Tender",11.7218982520217,0
"Terrible",9.28589131573916,1
"Tender",10.2811191689113,0
"Terrible",11.038882554393,1
"Tender",11.8145717337707,0
"Terrible",9.6182601835853,1
"Tender",8.4731942422703,0
"Terrible",12.6616222633753,1
"Tender",11.1550684880745,0
"Terrible",12.2682844040123,1
"Tender",10.2735749115513,0
"Terrible",11.5973878932316,1
"Tender",7.31211409303756,0
"Terrible",12.1797561697201,1
"Tender",7.65270767833294,0
"Terrible",13.5324088921339,1
"Tender",10.7660984752831,0
"Terrible",17.3846257128728,1
"Tender",9.32195220586695,0
"Terrible",7.73496772864717,1
"Tender",10.0776689831446,0
"Terrible",10.5550897903109,1
"Tender",10.9652927773625,0
"Terrible",13.5596157061122,1
"Tender",14.2314351748985,0
"Terrible",8.00091405767954,1
"Tender",9.01734978142035,0
"Terrible",13.2822279951202,1
"Tender",10.2579790755906,0
"Terrible",11.7315892468355,1
"Tender",10.0003933476446,0
"Terrible",11.6718702940477,1
"Tender",16.1102655439748,0
"Terrible",11.7604668306763,1
"Tender",9.97021060588267,0
"Terrible",12.1677121791762,1
"Tender",10.5501617078487,0
"Terrible",5.87868588578553,1
"Tender",12.8430026794279,0
"Terrible",12.4934802890369,1
"Tender",13.4957210317162,0
"Terrible",14.4525639483481,1
"Tender",11.0520737595911,0
"Terrible",15.210705127972,1
"Tender",5.39557659123511,0
"Terrible",14.3723272392367,1
"Tender",6.96765723752086,0
"Terrible",9.71254677298284,1
"Tender",9.68773211707784,0
"Terrible",12.026557202282,1
"Tender",7.25165558568592,0
"Terrible",14.2822307467595,1
"Tender",8.43581242265011,0
"Terrible",12.7167098005899,1
"Tender",7.0539742871143,0
"Terrible",8.76550626609422,1
"Tender",4.28269676602043,0
"Terrible",10.2681020053064,1
"Tender",6.78768767736138,0
"Terrible",12.4830528281602,1
"Tender",9.8086421709108,0
"Terrible",17.5842951543995,1
"Tender",13.1257974545622,0
"Terrible",8.1649249335687,1
"Tender",5.07213846214337,0
"Terrible",6.10427263145356,1
"Tender",7.74814854923702,0
"Terrible",10.5377982747078,1
"Tender",8.66394040900458,0
"Terrible",16.734346421597,1
"Tender",8.61471102403408,0
"Terrible",19.8333778984737,1
"Tender",9.359802922682,0
"Terrible",12.105414664707,1
"Tender",7.45097126912407,0
"Terrible",8.88700296665611,1
"Tender",8.08429219063997,0
"Terrible",12.1616592806353,1
"Tender",15.5744897935513,0
"Terrible",17.7178448341376,1
"Tender",10.868465365486,0
"Terrible",12.5804646328115,1
"Tender",7.63575265666053,0
"Terrible",10.316443311699,1
"Tender",8.08853685550752,0
"Terrible",13.1080056337813,1
"Tender",12.1491620722973,0
"Terrible",18.7745666411623,1
"Tender",8.69782931007431,0
"Terrible",8.42458728100904,1
"Tender",7.10970879379648,0
"Terrible",9.32258143932701,1
"Tender",16.4353266424614,0
"Terrible",13.3302168854111,1
"Tender",11.8882310923633,0
"Terrible",13.0454183932012,1
"Tender",14.0830977833765,0
"Terrible",11.2188544893897,1
"Tender",5.99520820641526,0
"Terrible",16.4383872904565,1
"Tender",14.0319742431121,0
"Terrible",14.7430866910042,1
"Tender",7.05742627918168,0
"Terrible",11.9784621290779,1
"Tender",11.5142156001201,0
"Terrible",13.510339983421,1
"Tender",9.57259823649282,0
"Terrible",11.5519489973664,1
"Tender",13.5550481023711,0
"Terrible",15.9491309487674,1
"Tender",12.9324693813367,0
"Terrible",13.5878405941468,1
"Tender",11.3515516408293,0
"Terrible",20.6025664402202,1
"Tender",9.91958711785347,0
"Terrible",12.9970615251601,1
"Tender",9.309278085049,0
"Terrible",9.38084564633441,1
"Tender",8.36000325170601,0
"Terrible",16.5956391954536,1
"Tender",13.5803890049052,0
"Terrible",12.1783731696536,1
"Tender",4.7463783840459,0
"Terrible",15.378565227423,1
"Tender",10.644786083272,0
"Terrible",13.0759350547342,1
"Tender",7.10671765279158,0
"Terrible",5.44500810191599,1
"Tender",7.41402781612369,0
"Terrible",10.7323596037045,1
"Tender",16.6562532169694,0
"Terrible",11.3808590996632,1
"Tender",6.78769704369386,0
"Terrible",8.76106478137698,1
"Tender",2.40644038502566,0
"Terrible",10.0149092662107,1
"Tender",6.75289760943462,0
"Terrible",13.403943934677,1
"Tender",10.1326094277195,0
"Terrible",11.866284237086,1
"Tender",6.94537876899728,0
"Terrible",9.23075173228861,1
"Tender",14.2006780914993,0
"Terrible",13.1443618915387,1
"Tender",13.9632735140851,0
"Terrible",12.203329143228,1
"Tender",7.06913279475732,0
"Terrible",9.73556948773071,1
"Tender",8.31007347388173,0
"Terrible",12.3240230010941,1
"Tender",13.3441446286536,0
"Terrible",7.94220139923996,1
"Tender",11.7746060133601,0
"Terrible",17.7157147227817,1
"Tender",10.6273064678027,0
"Terrible",15.2489679217884,1
"Tender",8.77480527782342,0
"Terrible",4.73872151824181,1
"Tender",8.70096715998342,0
"Terrible",12.1378976140907,1
"Tender",11.1763094301592,0
"Terrible",8.48180789448708,1
"Tender",13.6356573274904,0
"Terrible",16.305786925665,1
"Tender",10.0956938693888,0
"Terrible",11.9561874676348,1
"Tender",5.74066586463551,0
"Terrible",16.8341795933273,1
"Tender",6.87075189713009,0
"Terrible",10.6543466479586,1
"Tender",13.9966558267909,0
"Terrible",8.5903427621138,1
"Tender",8.22410125019017,0
"Terrible",13.8235165241209,1
"Tender",6.53374571387535,0
"Terrible",14.1745157012507,1
"Tender",5.77764564815201,0
"Terrible",13.1459670491665,1
"Tender",11.6656995058771,0
"Terrible",12.4738018561863,1
"Tender",12.9444936029528,0
"Terrible",14.5964405912956,1
"Tender",7.65828561193772,0
"Terrible",15.7740859906706,1
"Tender",6.43117291326439,0
"Terrible",12.3849554880458,1
"Tender",3.22472650120008,0
"Terrible",15.5388413474468,1
"Tender",9.19417192018763,0
"Terrible",12.2003271147514,1
"Tender",13.903735021961,0
"Terrible",10.5232260171003,1
"Tender",11.406244898415,0
"Terrible",13.8986121630205,1
"Tender",9.21554526262373,0
"Terrible",11.883320747833,1
"Tender",7.0776585496188,0
"Terrible",12.3320029425614,1
"Tender",3.92122661240817,0
"Terrible",10.9397740449843,1
"Tender",12.8957263316758,0
"Terrible",11.4465419472075,1
"Tender",9.66388758974124,0
"Terrible",12.9266558032533,1
"Tender",15.4407557469329,0
"Terrible",10.9762802241958,1
"Tender",8.56542519883731,0
"Terrible",4.65858498548519,1
"Tender",9.54687196729846,0
"Terrible",17.2931879690289,1
"Tender",11.1008528218969,0
"Terrible",13.0464922459205,1
"Tender",10.7637764239571,0
"Terrible",11.0948377177764,1
"Tender",12.6553307999281,0
"Terrible",10.6522397726549,1
"Tender",12.445729123367,0
"Terrible",11.0852730345577,1
"Tender",9.14666519123627,0
"Terrible",14.7272065196139,1
"Tender",10.6482977514895,0
"Terrible",13.4517174653576,1
"Tender",11.147376866716,0
"Terrible",8.40080860530192,1
"Tender",5.87018666529456,0
"Terrible",13.7131062398954,1
"Tender",10.2251890049719,0
"Terrible",12.8120499778801,1
"Tender",8.93070192000198,0
"Terrible",10.1071089400335,1
"Tender",6.34595694994683,0
"Terrible",10.2148300284695,1
"Tender",13.2746587711125,0
"Terrible",11.792945322406,1
"Tender",7.79783475623416,0
"Terrible",13.5066338179381,1
"Tender",12.9111154194062,0
"Terrible",12.2489294158249,1
"Tender",10.8279371553282,0
"Terrible",14.9590290267232,1
"Tender",11.5316469078706,0
"Terrible",8.1567949636678,1
"Tender",13.5983042323035,0
"Terrible",8.27799785721061,1
"Tender",9.26104832412695,0
"Terrible",11.9462485807042,1
"Tender",10.7521798552908,0
"Terrible",12.5442246437435,1
"Tender",8.56647895460155,0
"Terrible",14.5753429409844,1
"Tender",10.5799303223322,0
"Terrible",10.2423266223403,1
"Tender",9.99401613263546,0
"Terrible",12.8466019673784,1
"Tender",10.0028499327211,0
"Terrible",10.8211611303909,1
"Tender",13.113194135679,0
"Terrible",10.2815523533968,1
"Tender",12.4944565768329,0
"Terrible",11.5180968237141,1
"Tender",6.50767777910406,0
"Terrible",15.2635449749905,1
"Tender",7.31766528210538,0
"Terrible",17.159975252649,1
"Tender",7.70571030268533,0
"Terrible",13.5808503074522,1
"Tender",5.76868106835744,0
"Terrible",8.62400784670779,1
"Tender",14.3917280969763,0
"Terrible",11.3411324226831,1
"Tender",13.1452246246386,0
"Terrible",13.4775481263229,1
"Tender",5.29885548197999,0
"Terrible",14.0821860959439,1
"Tender",8.70003161772053,0
"Terrible",15.5191673569506,1
"Tender",7.59677959388358,0
"Terrible",16.7158680820922,1
"Tender",8.83170244313393,0
"Terrible",12.0760352364239,1
"Tender",7.87897990101648,0
"Terrible",7.75464064121183,1
"Tender",14.9317821691693,0
"Terrible",14.1095568413353,1
"Tender",5.48918304589845,0
"Terrible",9.98235174536294,1
"Tender",12.145075608892,0
"Terrible",9.43166472970878,1
"Tender",13.3978271017248,0
"Terrible",12.1899597703672,1
"Tender",5.13639226451239,0
"Terrible",16.6568241277279,1
"Tender",13.5604090172591,0
"Terrible",11.7366521599522,1
"Tender",9.15679924677159,0
"Terrible",10.3996370704717,1
"Tender",12.8760349461874,0
"Terrible",6.34934245234689,1
"Tender",8.0769451331469,0
"Terrible",12.8593377825453,1
"Tender",11.4465944299642,0
"Terrible",10.8553096380802,1
"Tender",8.51403920004864,0
"Terrible",10.7966562785248,1
"Tender",14.0250232143219,0
"Terrible",11.180576208465,1
"Tender",12.3657791447222,0
"Terrible",11.373757282171,1
"Tender",13.4794010348076,0
"Terrible",14.0655705611851,1
"Tender",9.35825395989478,0
"Terrible",11.0073254263805,1
"Tender",10.2963787636213,0
"Terrible",15.1063565402877,1
"Tender",2.83244620676628,0
"Terrible",10.9110386035484,1
"Tender",17.094518905701,0
"Terrible",9.69555892926733,1
"Tender",4.9006882571609,0
"Terrible",9.79626669506109,1
"Tender",13.8593017391994,0
"Terrible",10.2113054420179,1
"Tender",6.19620420343676,0
"Terrible",14.7722408792851,1
"Tender",8.82903019452918,0
"Terrible",10.3892877948747,1
"Tender",13.3975742607337,0
"Terrible",18.3766023499099,1
"Tender",8.25022148804168,0
"Terrible",11.582834472215,1
"Tender",11.5280447218121,0
"Terrible",12.4172702373344,1
"Tender",6.49959918035743,0
"Terrible",18.304535217733,1
"Tender",10.6685991961088,0
"Terrible",12.2427287734978,1
"Tender",11.5069179573497,0
"Terrible",14.4754560253207,1
"Tender",15.1751440733632,0
"Terrible",8.5076970567689,1
"Tender",13.5267469022928,0
"Terrible",16.6590618719253,1
"Tender",13.151519577457,0
"Terrible",16.8597294570384,1
"Tender",13.6992733595772,0
"Terrible",10.8358559015262,1
"Tender",10.9359244758712,0
"Terrible",8.40325613723038,1
"Tender",5.23436559915701,0
"Terrible",12.5938095914966,1
"Tender",8.52558147269484,0
"Terrible",14.2841132678351,1
"Tender",14.4732717331163,0
"Terrible",15.8246719771324,1
"Tender",15.4724238913173,0
"Terrible",16.9306627571952,1
"Tender",9.41260434972976,0
"Terrible",9.55547251945327,1
"Tender",5.93522543630228,0
"Terrible",9.03587073768036,1
"Tender",9.73565027371115,0
"Terrible",11.7808186606442,1
"Tender",13.0436018063817,0
"Terrible",11.1161730744932,1
"Tender",9.62432213175378,0
"Terrible",10.4084734638355,1
"Tender",11.2374518535878,0
"Terrible",4.44568039335084,1
"Tender",11.7237367339432,0
"Terrible",9.09352359503616,1
"Tender",10.1729097903111,0
"Terrible",8.75408532908363,1
"Tender",16.4057055517539,0
"Terrible",15.6320702306576,1
"Tender",5.1258054734931,0
"Terrible",14.0901052469945,1
"Tender",12.9838035434823,0
"Terrible",10.129608088132,1
"Tender",12.2718960824948,0
"Terrible",11.1574172482867,1
"Tender",10.9282874685089,0
"Terrible",16.9531060099091,1
"Tender",9.03025703916474,0
"Terrible",10.3257069034933,1
"Tender",1.62484026503867,0
"Terrible",10.4020531692345,1
"Tender",4.85701451494352,0
"Terrible",13.2548504828697,1
"Tender",5.51603168944163,0
"Terrible",9.89941790051029,1
"Tender",16.1138989559147,0
"Terrible",11.3344290747693,1
"Tender",13.1882900973189,0
"Terrible",12.2108575362909,1
"Tender",10.3577588829855,0
"Terrible",11.6708507790775,1
"Tender",6.66869341518152,0
"Terrible",13.8058232829888,1
"Tender",7.74209017905046,0
"Terrible",9.02854007830836,1
"Tender",15.429279961363,0
"Terrible",9.45882489010799,1
"Tender",7.75803885817296,0
"Terrible",7.30539269419101,1
"Tender",7.75449345568944,0
"Terrible",7.75244480267351,1
"Tender",5.41591415211232,0
"Terrible",10.7267963531056,1
"Tender",8.56366861893578,0
"Terrible",19.1192230495734,1
"Tender",7.35229254231545,0
"Terrible",13.3347994288427,1
"Tender",8.78960579577535,0
"Terrible",9.48405683747766,1
"Tender",9.8481135285919,0
"Terrible",11.2727114915434,1
"Tender",4.32720194054877,0
"Terrible",13.1448257215611,1
"Tender",11.823630334245,0
"Terrible",9.4525484263689,1
"Tender",11.6626788178015,0
"Terrible",11.4813710140143,1
"Tender",6.83168907793839,0
"Terrible",13.7638413611995,1
"Tender",10.6940362957873,0
"Terrible",17.3554360896756,1
"Tender",10.0579561840381,0
"Terrible",6.38617735376273,1
"Tender",10.004549845553,0
"Terrible",11.512725548172,1
"Tender",10.5624959751373,0
"Terrible",13.037353807222,1
"Tender",12.4856342639562,0
"Terrible",7.70943424560284,1
"Tender",14.5306011335776,0
"Terrible",10.3703852409686,1
"Tender",7.10921674492731,0
"Terrible",14.0918241038882,1
"Tender",11.6784321178517,0
"Terrible",13.8999460673845,1
"Tender",9.79342649102071,0
"Terrible",11.9447875982473,1
"Tender",9.55017114504963,0
"Terrible",12.746154006041,1
"Tender",11.5526101364885,0
"Terrible",9.7193341988516,1
"Tender",10.4452934273062,0
"Terrible",12.4747132891501,1
"Tender",8.64856960860368,0
"Terrible",13.1991918565373,1
"Tender",16.3254859536267,0
"Terrible",15.4787461558158,1
"Tender",8.03857166757308,0
"Terrible",15.3695997343999,1
"Tender",11.066829158961,0
"Terrible",11.7009566490017,1
"Tender",9.24431498029429,0
"Terrible",10.4995977979095,1
"Tender",6.13677228034689,0
"Terrible",7.76252877838632,1
"Tender",13.8726278883175,0
"Terrible",12.2220187527781,1
"Tender",5.75799938607835,0
"Terrible",9.58029553859817,1
"Tender",11.8171651112881,0
"Terrible",14.3649240229711,1
"Tender",11.2776744407075,0
"Terrible",10.7095941250823,1
"Tender",10.1381884444916,0
"Terrible",14.0013280147015,1
"Tender",10.7600350728005,0
"Terrible",9.11823882204984,1
"Tender",5.94038250192416,0
"Terrible",17.823627192856,1
"Tender",7.67521198667799,0
"Terrible",10.7031843470305,1
"Tender",13.4233553073359,0
"Terrible",7.01016343218102,1
"Tender",11.3739869442293,0
"Terrible",16.4843503015983,1
"Tender",9.32341969303319,0
"Terrible",8.11865696730717,1
"Tender",8.86140003897946,0
"Terrible",11.5540500957043,1
"Tender",12.7777489933174,0
"Terrible",10.9582859778789,1
"Tender",0.670688337990695,0
"Terrible",10.4529343532747,1
"Tender",13.5058449092188,0
"Terrible",15.1530304813115,1
"Tender",5.79033801742352,0
"Terrible",12.9000800652791,1
"Tender",7.03988862157326,0
"Terrible",15.4099387117761,1
"Tender",6.57790504888812,0
"Terrible",9.97453486033955,1
"Tender",11.6492309227945,0
"Terrible",9.31828084807152,1
"Tender",7.56623261991741,0
"Terrible",11.7114833087881,1
"Tender",11.7218982520217,0
"Terrible",9.28589131573916,1
"Tender",10.2811191689113,0
"Terrible",11.038882554393,1
"Tender",11.8145717337707,0
"Terrible",9.6182601835853,1
"Tender",8.4731942422703,0
"Terrible",12.6616222633753,1
"Tender",11.1550684880745,0
"Terrible",12.2682844040123,1
"Tender",10.2735749115513,0
"Terrible",11.5973878932316,1
"Tender",7.31211409303756,0
"Terrible",12.1797561697201,1
"Tender",7.65270767833294,0
"Terrible",13.5324088921339,1
"Tender",10.7660984752831,0
"Terrible",17.3846257128728,1
"Tender",9.32195220586695,0
"Terrible",7.73496772864717,1
"Tender",10.0776689831446,0
"Terrible",10.5550897903109,1
"Tender",10.9652927773625,0
"Terrible",13.5596157061122,1
